benchmark,model,par_type,run,input_tokens,output_tokens,cached_tokens,api_time,total_time,code_additions,code_deletions,non_whitelisted_dependencies,validation_status,validation_err_string,benchmark_success,benchmark_times,benchmark_median_time,source_batch,source_path,total_tokens,benchmark_wall_times,benchmark_config_sha256
qtclustering,qwen3.7-plus,cuda,4,619000.0,145900.0,488600.0,,2717.52,276,63,"",5,"",false,,,20260618-110425,/home/petert/llm_para_experiments/20260618-110425/qtclustering_qwen3.7-plus_cuda_r4,764900.0,"",20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
qtclustering,qwen3.7-plus,cuda,5,460300.0,129500.0,307800.0,,3493.28,12,4,"",5,"",true,3694.0;3709.0;3707.0;3708.0;3715.0,3708.0,20260618-110425,/home/petert/llm_para_experiments/20260618-110425/qtclustering_qwen3.7-plus_cuda_r5,589800.0,3.9258224042132497;3.9253277759999037;3.926135750487447;3.925996648147702;3.9264080757275224,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
qtclustering,qwen3.7-plus,hybrid,1,5200000.0,135600.0,4600000.0,,4861.19,478,324,"",5,"",true,37226.0;36740.0;36919.0;36853.0;36868.0,36868.0,20260618-110425,/home/petert/llm_para_experiments/20260618-110425/qtclustering_qwen3.7-plus_hybrid_r1,5335600.0,42.41032934747636;41.90861425828189;42.108192288316786;42.00818043574691;42.05996065586805,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
qtclustering,qwen3.7-plus,hybrid,2,1200000.0,186200.0,1000000.0,,3662.34,190,8,"",4,Output comparison FAILED: Numeric value mismatch for object ClusterMembership: 'Sum: 2.98470000000000000e+04' vs 'Sum: 2.99100000000000000e+04',,,,20260618-110425,/home/petert/llm_para_experiments/20260618-110425/qtclustering_qwen3.7-plus_hybrid_r2,1386200.0,,
qtclustering,qwen3.7-plus,hybrid,3,687000.0,277600.0,536800.0,,6771.81,0,0,"",5,"",true,36385.0;36385.0;36137.0;36113.0;36350.0,36350.0,20260618-110425,/home/petert/llm_para_experiments/20260618-110425/qtclustering_qwen3.7-plus_hybrid_r3,964600.0,40.94394631125033;40.9924271851778;40.692445886321366;40.74174035806209;40.89697550050914,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
qtclustering,qwen3.7-plus,hybrid,4,1700000.0,153600.0,1500000.0,,4360.05,81,110,"",5,"",true,47622.0;47321.0;47447.0;47205.0;47344.0,47344.0,20260618-110425,/home/petert/llm_para_experiments/20260618-110425/qtclustering_qwen3.7-plus_hybrid_r4,1853600.0,52.883673512376845;52.53102819342166;52.63030637707561;52.43186657689512;52.629687482491136,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
qtclustering,qwen3.7-plus,hybrid,5,1000000.0,172300.0,822300.0,,3614.05,194,30,"",5,"",false,,,20260618-110425,/home/petert/llm_para_experiments/20260618-110425/qtclustering_qwen3.7-plus_hybrid_r5,1172300.0,"",20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
qtclustering,qwen3.7-plus,mpi,1,655900.0,67800.0,558300.0,,1372.81,267,191,"",4,Output comparison FAILED: Numeric value mismatch for object ClusterMembership: 'Sum: 2.98470000000000000e+04' vs 'Sum: 2.99560000000000000e+04',,,,20260618-110425,/home/petert/llm_para_experiments/20260618-110425/qtclustering_qwen3.7-plus_mpi_r1,723700.0,,
qtclustering,qwen3.7-plus,mpi,2,613700.0,95700.0,516700.00000000006,,2086.84,159,102,"",5,"",true,15942.0;15941.0;15939.0;15940.0;15953.0,15941.0,20260618-110425,/home/petert/llm_para_experiments/20260618-110425/qtclustering_qwen3.7-plus_mpi_r2,709400.0,26.76217600144446;26.712884190492332;26.713978516869247;26.759819459170103;26.81003197748214,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
qtclustering,qwen3.7-plus,mpi,3,1700000.0,60000.0,1500000.0,,1380.13,288,214,"",5,"",true,1810.0;1805.0;1791.0;1808.0;1795.0,1805.0,20260618-110425,/home/petert/llm_para_experiments/20260618-110425/qtclustering_qwen3.7-plus_mpi_r3,1760000.0,12.89415867254138;13.043333530426025;12.64177010487765;13.044486571103334;12.994124705903232,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
qtclustering,qwen3.7-plus,mpi,4,806400.0,68500.0,707600.0,,1354.74,103,73,"",5,"",true,2176.0;2174.0;2214.0;2173.0;2175.0,2175.0,20260618-110425,/home/petert/llm_para_experiments/20260618-110425/qtclustering_qwen3.7-plus_mpi_r4,874900.0,12.940450814552605;13.139100630767643;13.241755765862763;13.190951563417912;13.189738495275378,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
qtclustering,qwen3.7-plus,mpi,5,273200.0,67600.0,178300.0,,1592.93,290,219,"",5,"",true,442.0;451.0;437.0;433.0;436.0,437.0,20260618-110425,/home/petert/llm_para_experiments/20260618-110425/qtclustering_qwen3.7-plus_mpi_r5,340800.0,11.288249548524618;11.439458891749382;11.339431056752801;11.639917503111064;11.538029355928302,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
qtclustering,qwen3.7-plus,omp,1,392500.0,14600.0,310500.0,,375.19,61,26,"",4,Output comparison FAILED: Numeric value mismatch for object ClusterMembership: 'Sum: 2.98470000000000000e+04' vs 'Sum: 2.97760000000000000e+04',,,,20260618-110425,/home/petert/llm_para_experiments/20260618-110425/qtclustering_qwen3.7-plus_omp_r1,407100.0,,
qtclustering,qwen3.7-plus,omp,2,317200.0,11400.0,247000.0,,293.19,80,38,"",4,Output comparison FAILED: Numeric value mismatch for object ClusterMembership: 'Sum: 2.98470000000000000e+04' vs 'Sum: 2.97960000000000000e+04',,,,20260618-110425,/home/petert/llm_para_experiments/20260618-110425/qtclustering_qwen3.7-plus_omp_r2,328600.0,,
qtclustering,qwen3.7-plus,omp,3,471600.0,36100.0,347800.0,,734.24,81,61,"",4,Output comparison FAILED: Numeric value mismatch for object ClusterMembership: 'Sum: 2.98470000000000000e+04' vs 'Sum: 2.98960000000000000e+04',,,,20260618-110425,/home/petert/llm_para_experiments/20260618-110425/qtclustering_qwen3.7-plus_omp_r3,507700.0,,
qtclustering,qwen3.7-plus,omp,4,527000.0,25100.0,445700.0,,525.73,87,62,"",5,"",false,,,20260618-110425,/home/petert/llm_para_experiments/20260618-110425/qtclustering_qwen3.7-plus_omp_r4,552100.0,"",20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
qtclustering,qwen3.7-plus,omp,5,371900.0,44000.0,333400.0,,1754.8,93,39,"",5,"",false,,,20260618-110425,/home/petert/llm_para_experiments/20260618-110425/qtclustering_qwen3.7-plus_omp_r5,415900.0,"",20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
roomsim,claude-haiku-4.5,cuda,1,4099999.9999999995,25300.0,4000000.0,284.532,416.36,266,88,"",1,Error during validation build: Build failed for /home/petert/llm_para_local_evaluation/20260819-003427/validation/roomsim_claude-haiku-4.5_cuda_r1/source/roomsim. See /home/petert/llm_para_local_evaluation/20260819-003427/validation/roomsim_claude-haiku-4.5_cuda_r1/cmake_*.log and build_*.log.,,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-haiku-4.5_cuda_r1,4125299.9999999995,,
roomsim,claude-haiku-4.5,cuda,2,5000000.0,36900.0,4800000.0,457.343,1146.19,56,0,"",5,"",false,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-haiku-4.5_cuda_r2,5036900.0,"",20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
roomsim,claude-haiku-4.5,cuda,3,3100000.0,24300.0,3000000.0,242.583,690.55,375,204,"",0,"Error during parallelization detection: Detected parallelization approaches [""omp"", ""cuda""] do not match target cuda.",,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-haiku-4.5_cuda_r3,3124300.0,,
roomsim,claude-haiku-4.5,cuda,4,1600000.0,19300.0,1500000.0,181.0,987.01,18,4,"",2,Error during validation run: exit code 124. See validation_out_*.log.,,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-haiku-4.5_cuda_r4,1619300.0,,
roomsim,claude-haiku-4.5,cuda,5,3200000.0,25600.0,3200000.0,257.0,954.52,385,99,"",4,Output comparison FAILED: Numeric value mismatch for object Distances: 'Sum: 5.69950000000000000e+03' vs 'Sum: 0.00000000000000000e+00',,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-haiku-4.5_cuda_r5,3225600.0,,
roomsim,claude-haiku-4.5,hybrid,1,2900000.0,21600.0,2900000.0,256.168,392.0,134,44,"",4,Output comparison FAILED: Number of lines for object Distances does not match between validation and reference output.,,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-haiku-4.5_hybrid_r1,2921600.0,,
roomsim,claude-haiku-4.5,hybrid,2,2600000.0,20100.0,2500000.0,631.845,712.31,237,94,"",4,Output comparison FAILED: Numeric value mismatch for object Distances: 'Sum: 5.69950000000000000e+03' vs 'Sum: 5.65000000000000000e+02',,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-haiku-4.5_hybrid_r2,2620100.0,,
roomsim,claude-haiku-4.5,hybrid,3,4600000.0,30100.0,4500000.0,282.552,469.98,227,133,"",5,"",true,13772.0;13604.0;13651.0;13613.0;13572.0,13613.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-haiku-4.5_hybrid_r3,4630100.0,17.515047140419483;17.360762283205986;17.414356174878776;17.362971800379455;17.361743819899857,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
roomsim,claude-haiku-4.5,hybrid,4,2900000.0,23900.0,2800000.0,231.0,755.26,168,92,"",4,Output comparison FAILED: Numeric value mismatch for object Distances: 'Sum: 5.69950000000000000e+03' vs 'Sum: 5.63100000000000000e+03',,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-haiku-4.5_hybrid_r4,2923900.0,,
roomsim,claude-haiku-4.5,hybrid,5,5800000.0,38200.0,5800000.0,375.0,1106.17,298,98,"",1,Error during validation build: Configure failed for /home/petert/llm_para_local_evaluation/20260819-003427/validation/roomsim_claude-haiku-4.5_hybrid_r5/source/roomsim. See /home/petert/llm_para_local_evaluation/20260819-003427/validation/roomsim_claude-haiku-4.5_hybrid_r5/cmake_*.log and build_*.log.,,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-haiku-4.5_hybrid_r5,5838200.0,,
roomsim,claude-haiku-4.5,mpi,1,3700000.0,24000.0,3700000.0,237.049,359.63,131,58,"",4,Output comparison FAILED: Number of lines for object Distances does not match between validation and reference output.,,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-haiku-4.5_mpi_r1,3724000.0,,
roomsim,claude-haiku-4.5,mpi,2,4300000.0,24400.0,4200000.0,240.397,520.09,176,90,"",5,"",true,4988.0;4825.0;4715.0;5041.0;4978.0,4978.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-haiku-4.5_mpi_r2,4324400.0,17.350647785700858;17.35212840512395;17.050992048345506;17.35407499037683;17.153446431271732,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
roomsim,claude-haiku-4.5,mpi,3,2300000.0,22300.0,2200000.0,184.826,281.77,182,65,"",5,"",true,4861.0;4692.0;4990.0;5012.0;4709.0,4861.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-haiku-4.5_mpi_r3,2322300.0,17.650855327025056;17.200931309722364;17.249825490638614;17.250235880725086;17.09876726474613,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
roomsim,claude-haiku-4.5,mpi,4,3900000.0,21700.0,3800000.0,227.0,785.87,187,76,"",4,Output comparison FAILED: Numeric value mismatch for object Distances: 'Sum: 5.69950000000000000e+03' vs 'Sum: 5.77600000000000000e+03',,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-haiku-4.5_mpi_r4,3921700.0,,
roomsim,claude-haiku-4.5,mpi,5,3100000.0,23900.0,3100000.0,244.0,704.48,174,62,"",4,Output comparison FAILED: Numeric value mismatch for object Distances: 'Sample[80]: 1.15000000000000000e+01' vs 'Sample[80]: 2.10000000000000000e+01',,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-haiku-4.5_mpi_r5,3123900.0,,
roomsim,claude-haiku-4.5,omp,1,2300000.0,20400.0,2300000.0,260.511,509.64,32,6,"",4,Output comparison FAILED: Numeric value mismatch for object Distances: 'Sum: 5.69950000000000000e+03' vs 'Sum: 5.62000000000000000e+03',,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-haiku-4.5_omp_r1,2320400.0,,
roomsim,claude-haiku-4.5,omp,2,1000000.0,10700.0,1000000.0,104.73400000000001,162.65,22,8,"",4,Output comparison FAILED: Numeric value mismatch for object Distances: 'Sum: 5.69950000000000000e+03' vs 'Sum: 5.76250000000000000e+03',,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-haiku-4.5_omp_r2,1010700.0,,
roomsim,claude-haiku-4.5,omp,3,1400000.0,10300.0,1300000.0,135.067,170.7,16,5,"",5,"",true,5544.0;5532.0;5532.0;5526.0;5552.0,5532.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-haiku-4.5_omp_r3,1410300.0,6.02791490405798;6.027745071798563;6.027159580029547;6.027493873611093;6.027952457778156,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
roomsim,claude-haiku-4.5,omp,4,1600000.0,12600.0,1500000.0,170.501,294.84,16,4,"",5,"",true,4813.0;4816.0;4812.0;4838.0;4823.0,4816.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-haiku-4.5_omp_r4,1612600.0,5.276505476795137;5.326474906876683;5.326523579657078;5.326971581205726;5.326419547200203,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
roomsim,claude-haiku-4.5,omp,5,2500000.0,19400.0,2500000.0,206.0,606.42,32,11,"",4,Output comparison FAILED: Numeric value mismatch for object Distances: 'Sum: 5.69950000000000000e+03' vs 'Sum: 5.76250000000000000e+03',,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-haiku-4.5_omp_r5,2519400.0,,
roomsim,claude-opus-4.6,cuda,1,1700000.0,61600.0,1600000.0,971.095,1036.83,13,5,"",5,"",true,26987.0;26685.0;26945.0;26944.0;26794.0,26944.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-opus-4.6_cuda_r1,1761600.0,28.429927612654865;28.12878872640431;28.379985091276467;28.37950104288757;28.22943552210927,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
roomsim,claude-opus-4.6,cuda,2,2200000.0,40900.0,2100000.0,644.638,681.66,429,96,"",4,Output comparison FAILED: Numeric value mismatch for object Distances: 'Sum: 5.69950000000000000e+03' vs 'Sum: 5.63850000000000000e+03',,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-opus-4.6_cuda_r2,2240900.0,,
roomsim,claude-opus-4.6,cuda,3,993600.0,55200.0,805200.0,989.443,1044.58,34,7,"",5,"",true,51028.0;50678.0;50806.0;51427.0;50736.0,50806.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-opus-4.6_cuda_r3,1048800.0,52.46482085995376;52.08249062485993;52.23124265577644;52.83220858220011;52.1801050035283,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
roomsim,claude-opus-4.6,cuda,4,1300000.0,27300.0,1300000.0,461.0,599.55,298,97,"",5,"",true,36792.0;36011.0;36053.0;36158.0;36222.0,36158.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-opus-4.6_cuda_r4,1327300.0,37.64880471024662;36.84771511238068;36.89815570041537;36.9967403402552;37.04826980922371,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
roomsim,claude-opus-4.6,cuda,5,961500.0,54400.0,711000.0,822.0,1004.24,14,5,"",5,"",true,26694.0;27194.0;26913.0;27247.0;27581.0,27194.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-opus-4.6_cuda_r5,1015900.0,27.527694687247276;28.028494864702225;27.77822724170983;28.079092512838542;28.428835502825677,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
roomsim,claude-opus-4.6,hybrid,1,1700000.0,46300.0,1600000.0,679.403,715.63,344,121,"",5,"",true,10028.0;10063.0;9896.0;9894.0;10003.0,10003.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-opus-4.6_hybrid_r1,1746300.0,14.498598902486265;14.59724316187203;14.550070403143764;14.547130880877376;14.546683602035046,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
roomsim,claude-opus-4.6,hybrid,2,2100000.0,19600.0,2000000.0,306.573,414.92,404,146,"",5,"",true,10091.0;9945.0;10063.0;9941.0;9879.0,9945.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-opus-4.6_hybrid_r2,2119600.0,13.796336835250258;13.645476192235947;13.796298174187541;13.645985946059227;13.644664807245135,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
roomsim,claude-opus-4.6,hybrid,3,1300000.0,46600.0,1200000.0,721.977,798.76,22,0,"",4,Output comparison FAILED: Numeric value mismatch for object Distances: 'Sample[80]: 1.15000000000000000e+01' vs 'Sample[80]: 2.40000000000000000e+01',,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-opus-4.6_hybrid_r3,1346600.0,,
roomsim,claude-opus-4.6,hybrid,4,1200000.0,38300.0,1100000.0,602.0,2015.57,48,7,"",4,Output comparison FAILED: Numeric value mismatch for object Distances: 'Sum: 5.69950000000000000e+03' vs 'Sum: 5.58750000000000000e+03',,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-opus-4.6_hybrid_r4,1238300.0,,
roomsim,claude-opus-4.6,hybrid,5,1600000.0,41000.0,1400000.0,866.0,1355.24,349,126,"",4,Output comparison FAILED: Numeric value mismatch for object Distances: 'Sample[80]: 1.15000000000000000e+01' vs 'Sample[80]: 2.25000000000000000e+01',,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-opus-4.6_hybrid_r5,1641000.0,,
roomsim,claude-opus-4.6,mpi,1,700800.0,28000.0,647400.0,416.705,439.88,203,74,"",5,"",true,7322.0;7424.0;7389.0;7340.0;7311.0,7340.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-opus-4.6_mpi_r1,728800.0,19.75453120842576;19.455456198193133;19.754249828867614;20.053542346693575;20.054713134653866,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
roomsim,claude-opus-4.6,mpi,2,1000000.0,25900.0,959600.0,385.905,411.01,221,90,"",4,Output comparison FAILED: Numeric value mismatch for object Distances: 'Sum: 5.69950000000000000e+03' vs 'Sum: 5.58750000000000000e+03',,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-opus-4.6_mpi_r2,1025900.0,,
roomsim,claude-opus-4.6,mpi,3,1100000.0,23600.0,971500.0,348.0,374.46,213,84,"",5,"",true,6943.0;6803.0;6855.0;6831.0;6828.0,6831.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-opus-4.6_mpi_r3,1123600.0,19.10119015816599;18.854072188958526;19.053981577046216;19.60430640541017;19.2544939564541,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
roomsim,claude-opus-4.6,mpi,4,1300000.0,19900.0,1300000.0,301.0,448.16,175,59,"",5,"",true,4698.0;5140.0;4749.0;4974.0;4951.0,4951.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-opus-4.6_mpi_r4,1319900.0,17.198554400354624;17.90391863603145;17.4000924481079;17.34877830836922;17.355476933531463,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
roomsim,claude-opus-4.6,mpi,5,1400000.0,25400.0,1300000.0,441.0,598.51,119,55,"",5,"",true,8034.0;8048.0;7912.0;8048.0;8054.0,8048.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-opus-4.6_mpi_r5,1425400.0,20.256675835698843;20.55996770784259;20.709681944921613;20.357165899127722;20.7105725267902,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
roomsim,claude-opus-4.6,omp,1,475700.0,6900.0,444100.0,121.709,135.86,12,10,"",4,Output comparison FAILED: Numeric value mismatch for object Distances: 'Sum: 5.69950000000000000e+03' vs 'Sum: 5.58750000000000000e+03',,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-opus-4.6_omp_r1,482600.0,,
roomsim,claude-opus-4.6,omp,2,593600.0,8800.0,561600.0,170.645,184.31,21,11,"",5,"",true,4133.0;4137.0;4144.0;4141.0;4129.0,4137.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-opus-4.6_omp_r2,602400.0,4.625157644040883;4.6254444969818;4.624875786714256;4.625178350135684;4.625033836811781,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
roomsim,claude-opus-4.6,omp,3,705800.0,7000.0,653500.0,128.217,153.42,60,11,"",4,Output comparison FAILED: Numeric value mismatch for object Distances: 'Sum: 5.69950000000000000e+03' vs 'Sum: 5.78150000000000000e+03',,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-opus-4.6_omp_r3,712800.0,,
roomsim,claude-opus-4.6,omp,4,744700.0,7500.0,712800.0,141.493,157.06,25,6,"",4,Output comparison FAILED: Numeric value mismatch for object Distances: 'Sum: 5.69950000000000000e+03' vs 'Sum: 5.58750000000000000e+03',,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-opus-4.6_omp_r4,752200.0,,
roomsim,claude-opus-4.6,omp,5,619200.0,6600.0,529900.0,129.0,204.05,14,12,"",4,Output comparison FAILED: Numeric value mismatch for object Distances: 'Sum: 5.69950000000000000e+03' vs 'Sum: 5.58750000000000000e+03',,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-opus-4.6_omp_r5,625800.0,,
roomsim,claude-sonnet-4.5,cuda,1,2100000.0,20000.0,2000000.0,325.592,394.51,411,123,curand,5,"",true,37721.0;37928.0;38016.0;39166.0;38421.0,38016.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-sonnet-4.5_cuda_r1,2120000.0,38.55216472502798;38.80260376539081;38.90373844187707;40.00548405293375;39.25434308312833,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
roomsim,claude-sonnet-4.5,cuda,2,2600000.0,23700.0,2400000.0,733.177,793.48,462,133,curand,5,"",true,38700.0;38717.0;38345.0;38861.0;38638.0,38700.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-sonnet-4.5_cuda_r2,2623700.0,39.50440719164908;39.55424925964326;39.15375107526779;39.65413176547736;39.50452499836683,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
roomsim,claude-sonnet-4.5,cuda,3,1900000.0,20100.0,1800000.0,306.425,401.51,465,104,curand,5,"",true,38092.0;38090.0;38769.0;37786.0;38120.0,38092.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-sonnet-4.5_cuda_r3,1920100.0,39.002525235526264;38.952598348259926;39.60386066418141;38.65215328335762;38.953048599883914,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
roomsim,claude-sonnet-4.5,cuda,4,1900000.0,16700.0,1900000.0,265.0,526.7,402,104,"",5,"",true,38322.0;37897.0;37936.0;37182.0;37780.0,37897.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-sonnet-4.5_cuda_r4,1916700.0,39.15327881742269;38.752926480956376;38.80323594249785;38.0017518568784;38.60343742650002,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
roomsim,claude-sonnet-4.5,cuda,5,2800000.0,26000.0,2700000.0,358.0,783.13,486,184,"",5,"",true,42498.0;41613.0;41579.0;41600.0;41301.0,41600.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-sonnet-4.5_cuda_r5,2826000.0,43.914759579114616;43.062897951342165;43.01306218653917;43.06263689789921;42.76227772422135,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
roomsim,claude-sonnet-4.5,hybrid,1,3000000.0,24200.0,3000000.0,340.382,451.07,387,156,"",5,"",true,9307.0;9251.0;9134.0;9311.0;9326.0,9307.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-sonnet-4.5_hybrid_r1,3024200.0,13.695398355834186;13.695717659778893;13.59521687310189;13.695843022316694;13.745998033322394,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
roomsim,claude-sonnet-4.5,hybrid,2,3500000.0,35200.0,3400000.0,416.602,483.36,694,190,curand,4,Output comparison FAILED: Numeric value mismatch for object Distances: 'Sum: 5.69950000000000000e+03' vs 'Sum: 5.64500000000000000e+02',,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-sonnet-4.5_hybrid_r2,3535200.0,,
roomsim,claude-sonnet-4.5,hybrid,3,2800000.0,29200.0,2700000.0,370.06,638.67,556,203,"",4,Output comparison FAILED: Numeric value mismatch for object Distances: 'Sum: 5.69950000000000000e+03' vs 'Sum: 5.64400000000000000e+03',,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-sonnet-4.5_hybrid_r3,2829200.0,,
roomsim,claude-sonnet-4.5,hybrid,4,3200000.0,26400.0,3100000.0,373.0,946.2,616,173,"",2,Error during validation run: exit code 134. See validation_out_*.log.,,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-sonnet-4.5_hybrid_r4,3226400.0,,
roomsim,claude-sonnet-4.5,hybrid,5,1900000.0,21300.0,1800000.0,269.0,632.29,511,134,"",5,"",false,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-sonnet-4.5_hybrid_r5,1921300.0,"",20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
roomsim,claude-sonnet-4.5,mpi,1,1500000.0,19000.0,1400000.0,279.08299999999997,351.9,181,74,"",4,Output comparison FAILED: Numeric value mismatch for object Distances: 'Sum: 5.69950000000000000e+03' vs 'Sum: 5.58750000000000000e+03',,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-sonnet-4.5_mpi_r1,1519000.0,,
roomsim,claude-sonnet-4.5,mpi,2,2400000.0,24000.0,2300000.0,326.805,670.94,371,119,"",4,Output comparison FAILED: Numeric value mismatch for object Distances: 'Sample[80]: 1.15000000000000000e+01' vs 'Sample[80]: 2.10000000000000000e+01',,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-sonnet-4.5_mpi_r2,2424000.0,,
roomsim,claude-sonnet-4.5,mpi,3,1400000.0,21800.0,1400000.0,300.606,361.82,428,94,"",4,Output comparison FAILED: Numeric value mismatch for object Distances: 'Sample[80]: 1.15000000000000000e+01' vs 'Sample[80]: 2.10000000000000000e+01',,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/roomsim_claude-sonnet-4.5_mpi_r3,1421800.0,,
