benchmark,par_type,rank,id,median_time,ratio_to_fastest,ratio_to_previous,gap_to_previous
matmul,omp,35,matmul_gpt-5.6-sol-medium_omp_r4,6244.0,5.458041958041958,1.0284961291385275,173.0
matmul,omp,36,matmul_gpt-5.2-codex_omp_r5,6269.0,5.479895104895105,1.0040038436899423,25.0
matmul,omp,37,matmul_gpt-5.6-terra-medium_omp_r1,6308.0,5.513986013986014,1.006221087892806,39.0
matmul,omp,38,matmul_gpt-5.6-terra-low_omp_r4,6323.0,5.5270979020979025,1.0023779327837667,15.0
matmul,omp,39,matmul_gpt-5.2_omp_r4,6448.0,5.636363636363637,1.0197690969476514,125.0
matmul,omp,40,matmul_gpt-5-mini_omp_r3,6461.0,5.6477272727272725,1.002016129032258,13.0
matmul,omp,41,matmul_deepseek-v4-flash_omp_r4,6478.0,5.6625874125874125,1.002631171645256,17.0
matmul,omp,42,matmul_claude-opus-4.6_omp_r5,6485.0,5.668706293706293,1.0010805804260574,7.0
matmul,omp,43,matmul_gemini-3-pro-preview_omp_r2,6740.0,5.891608391608392,1.0393215111796454,255.0
matmul,omp,44,matmul_deepseek-v4-flash_omp_r2,6748.0,5.898601398601398,1.0011869436201781,8.0
matmul,omp,45,matmul_gpt-5.2_omp_r5,6996.0,6.115384615384615,1.036751630112626,248.0
matmul,omp,46,matmul_qwen3.7-plus_omp_r2,7001.0,6.119755244755245,1.0007146941109206,5.0
matmul,omp,47,matmul_gpt-5.6-terra-xhigh_omp_r5,7002.0,6.120629370629371,1.0001428367376088,1.0
matmul,omp,48,matmul_gpt-5.6-sol-low_omp_r2,7171.0,6.268356643356643,1.024135961153956,169.0
matmul,omp,49,matmul_qwen3.7-plus_omp_r1,7260.0,6.346153846153846,1.012411100264956,89.0
matmul,omp,50,matmul_qwen3.7-plus_omp_r3,7314.0,6.393356643356643,1.0074380165289256,54.0
matmul,omp,51,matmul_gemini-3-pro-preview_omp_r4,7360.0,6.433566433566433,1.0062893081761006,46.0
matmul,omp,52,matmul_gpt-5.2_omp_r3,7753.0,6.7770979020979025,1.0533967391304349,393.0
matmul,omp,53,matmul_deepseek-v4-flash_omp_r3,7813.0,6.829545454545454,1.007738939765252,60.0
matmul,omp,54,matmul_gpt-5.6-terra-low_omp_r3,7938.0,6.938811188811189,1.015998976065532,125.0
matmul,omp,55,matmul_gpt-5.2_omp_r1,8003.0,6.995629370629371,1.008188460569413,65.0
matmul,omp,56,matmul_gpt-5.2-codex_omp_r3,8078.0,7.061188811188811,1.0093714856928653,75.0
matmul,omp,57,matmul_gpt-5.6-terra-medium_omp_r4,8219.0,7.184440559440559,1.0174548155484031,141.0
matmul,omp,58,matmul_gpt-5.6-luna-medium_omp_r2,8282.0,7.239510489510489,1.0076651660785985,63.0
matmul,omp,59,matmul_gemini-3-pro-preview_omp_r5,8302.0,7.256993006993007,1.0024148756339049,20.0
matmul,omp,60,matmul_qwen3.7-plus_omp_r5,8379.0,7.324300699300699,1.0092748735244519,77.0
matmul,omp,61,matmul_gpt-5.6-luna-low_omp_r2,8419.0,7.359265734265734,1.0047738393603056,40.0
matmul,omp,62,matmul_gpt-5.6-luna-medium_omp_r5,8439.0,7.376748251748252,1.0023755790473927,20.0
matmul,omp,63,matmul_gpt-5.2-codex_omp_r1,8793.0,7.686188811188811,1.0419480981158904,354.0
matmul,omp,64,matmul_gpt-5-mini_omp_r1,9088.0,7.944055944055944,1.033549414306835,295.0
matmul,omp,65,matmul_gemini-3-pro-preview_omp_r3,9180.0,8.024475524475525,1.0101232394366197,92.0
matmul,omp,66,matmul_gpt-5.6-luna-low_omp_r1,9267.0,8.100524475524475,1.0094771241830065,87.0
matmul,omp,67,matmul_gpt-5.6-luna-low_omp_r5,9285.0,8.116258741258742,1.001942376173519,18.0
matmul,omp,68,matmul_gpt-5.6-luna-medium_omp_r4,9360.0,8.181818181818182,1.0080775444264944,75.0
matmul,omp,69,matmul_gpt-5.6-luna-low_omp_r4,9384.0,8.202797202797203,1.0025641025641026,24.0
matmul,omp,70,matmul_gpt-5.6-terra-medium_omp_r2,9602.0,8.393356643356643,1.023231031543052,218.0
matmul,omp,71,matmul_gpt-5.6-terra-low_omp_r5,9605.0,8.395979020979022,1.000312434909394,3.0
matmul,omp,72,matmul_gpt-5.2-codex_omp_r2,9629.0,8.416958041958042,1.0024986985944822,24.0
matmul,omp,73,matmul_gpt-5.6-luna-medium_omp_r3,9754.0,8.526223776223777,1.012981618028871,125.0
matmul,omp,74,matmul_gpt-5.6-terra-medium_omp_r3,10010.0,8.75,1.0262456428132047,256.0
matmul,omp,75,matmul_gpt-5.6-terra-low_omp_r1,10454.0,9.138111888111888,1.0443556443556443,444.0
matmul,omp,76,matmul_gpt-5.6-sol-low_omp_r5,10530.0,9.204545454545455,1.0072699445188444,76.0
matmul,omp,77,matmul_claude-opus-4.6_omp_r3,10741.0,9.388986013986013,1.0200379867046534,211.0
matmul,omp,78,matmul_qwen-3.6-27B-udq4-pi-t_omp_r5,10864.0,9.496503496503497,1.0114514477236756,123.0
matmul,omp,79,matmul_qwen-3.6-27B-udq4-pi-t_omp_r2,10878.0,9.508741258741258,1.0012886597938144,14.0
matmul,omp,80,matmul_qwen-3.6-27B-udq4_omp_r5,10931.0,9.55506993006993,1.0048722191579333,53.0
matmul,omp,81,matmul_qwen-3.6-27B-udq4-pi-t_omp_r3,10992.0,9.608391608391608,1.005580459244351,61.0
matmul,omp,82,matmul_gpt-5.6-terra-xhigh_omp_r4,13491.0,11.792832167832168,1.2273471615720524,2499.0
matmul,omp,83,matmul_qwen-3.6-27B-udq4-pi-t_omp_r4,14922.0,13.043706293706293,1.106070713809206,1431.0
matmul,omp,84,matmul_qwen-3.6-27B-udq4_omp_r2,19872.0,17.37062937062937,1.3317249698431846,4950.0
nbody,cuda,1,nbody_gpt-5.6-sol-xhigh_cuda_r4,2402.0,1.0,,
nbody,cuda,2,nbody_gpt-5.6-sol-xhigh_cuda_r2,2405.0,1.0012489592006661,1.0012489592006661,3.0
nbody,cuda,3,nbody_qwen3.7-plus_cuda_r1,2498.0,1.0399666944213155,1.0386694386694386,93.0
nbody,cuda,4,nbody_deepseek-v4-flash_cuda_r1,2499.0,1.0403830141548709,1.000400320256205,1.0
nbody,cuda,5,nbody_gemini-3-pro-preview_cuda_r1,2499.0,1.0403830141548709,1.0,0.0
nbody,cuda,6,nbody_gpt-5.6-sol-xhigh_cuda_r1,2501.0,1.0412156536219817,1.0008003201280513,2.0
nbody,cuda,7,nbody_claude-sonnet-4.5_cuda_r1,2515.0,1.0470441298917568,1.0055977608956417,14.0
nbody,cuda,8,nbody_claude-sonnet-4.5_cuda_r5,2516.0,1.0474604496253122,1.0003976143141153,1.0
nbody,cuda,9,nbody_claude-haiku-4.5_cuda_r2,2517.0,1.0478767693588675,1.0003974562798092,1.0
nbody,cuda,10,nbody_claude-sonnet-4.5_cuda_r2,2517.0,1.0478767693588675,1.0,0.0
nbody,cuda,11,nbody_gpt-5.6-sol-medium_cuda_r5,2517.0,1.0478767693588675,1.0,0.0
nbody,cuda,12,nbody_gpt-5.6-sol-medium_cuda_r4,2518.0,1.048293089092423,1.0003972983710767,1.0
nbody,cuda,13,nbody_deepseek-v4-flash_cuda_r2,2519.0,1.0487094088259783,1.000397140587768,1.0
nbody,cuda,14,nbody_gpt-5.6-sol-xhigh_cuda_r5,2519.0,1.0487094088259783,1.0,0.0
nbody,cuda,15,nbody_gemini-3-pro-preview_cuda_r5,2529.0,1.052872606161532,1.0039698292973402,10.0
nbody,cuda,16,nbody_claude-sonnet-4.5_cuda_r3,2536.0,1.0557868442964196,1.0027678924476078,7.0
nbody,cuda,17,nbody_claude-sonnet-4.5_cuda_r4,2536.0,1.0557868442964196,1.0,0.0
nbody,cuda,18,nbody_gemini-3-pro-preview_cuda_r3,2536.0,1.0557868442964196,1.0,0.0
nbody,cuda,19,nbody_deepseek-v4-flash_cuda_r4,2537.0,1.056203164029975,1.0003943217665616,1.0
nbody,cuda,20,nbody_qwen3.7-plus_cuda_r3,2537.0,1.056203164029975,1.0,0.0
nbody,cuda,21,nbody_deepseek-v4-flash_cuda_r5,2538.0,1.0566194837635303,1.0003941663381948,1.0
nbody,cuda,22,nbody_gpt-5.6-sol-xhigh_cuda_r3,2540.0,1.057452123230641,1.0007880220646177,2.0
nbody,cuda,23,nbody_gpt-5.6-sol-low_cuda_r1,3023.0,1.258534554537885,1.1901574803149606,483.0
nbody,cuda,24,nbody_gpt-5.6-luna-low_cuda_r5,3064.0,1.2756036636136552,1.013562686073437,41.0
nbody,cuda,25,nbody_gpt-5.6-sol-low_cuda_r3,3071.0,1.2785179017485429,1.002284595300261,7.0
nbody,cuda,26,nbody_claude-haiku-4.5_cuda_r4,3125.0,1.3009991673605328,1.0175838489091502,54.0
nbody,cuda,27,nbody_gpt-5.6-terra-medium_cuda_r1,3619.042,1.5066786011656952,1.15809344,494.0419999999999
nbody,cuda,28,nbody_qwen-3.6-27B-udq4_cuda_r1,3629.0,1.5108243130724397,1.002751556903733,9.958000000000084
nbody,cuda,29,nbody_gpt-5.2-codex_cuda_r1,3631.0,1.5116569525395505,1.00055111600992,2.0
nbody,cuda,30,nbody_gpt-5.2_cuda_r1,3634.0,1.5129059117402164,1.000826218672542,3.0
nbody,cuda,31,nbody_gpt-5.6-terra-xhigh_cuda_r1,3634.0,1.5129059117402164,1.0,0.0
nbody,cuda,32,nbody_gpt-5.6-luna-medium_cuda_r1,3635.0,1.5133222314737718,1.0002751788662632,1.0
nbody,cuda,33,nbody_gpt-5.6-terra-xhigh_cuda_r4,3635.0,1.5133222314737718,1.0,0.0
nbody,cuda,34,nbody_gpt-5.6-terra-xhigh_cuda_r5,3635.0,1.5133222314737718,1.0,0.0
nbody,cuda,35,nbody_qwen3.7-plus_cuda_r5,3635.0,1.5133222314737718,1.0,0.0
nbody,cuda,36,nbody_gpt-5.6-sol-medium_cuda_r1,3637.0,1.5141548709408825,1.0005502063273728,2.0
nbody,cuda,37,nbody_gpt-5.2-codex_cuda_r5,3644.0,1.5170691090757702,1.001924663183943,7.0
nbody,cuda,38,nbody_gpt-5.2_cuda_r4,3644.0,1.5170691090757702,1.0,0.0
nbody,cuda,39,nbody_gpt-5.6-luna-xhigh_cuda_r3,3644.0,1.5170691090757702,1.0,0.0
nbody,cuda,40,nbody_gpt-5.6-luna-xhigh_cuda_r4,3644.0,1.5170691090757702,1.0,0.0
nbody,cuda,41,nbody_gpt-5.6-sol-low_cuda_r4,3644.0,1.5170691090757702,1.0,0.0
nbody,cuda,42,nbody_claude-opus-4.6_cuda_r4,3645.0,1.5174854288093256,1.0002744237102086,1.0
nbody,cuda,43,nbody_claude-opus-4.6_cuda_r5,3645.0,1.5174854288093256,1.0,0.0
nbody,cuda,44,nbody_gpt-5.2_cuda_r5,3645.0,1.5174854288093256,1.0,0.0
nbody,cuda,45,nbody_gpt-5.6-luna-low_cuda_r1,3645.0,1.5174854288093256,1.0,0.0
nbody,cuda,46,nbody_gpt-5.6-luna-low_cuda_r4,3645.0,1.5174854288093256,1.0,0.0
nbody,cuda,47,nbody_gpt-5.6-luna-medium_cuda_r4,3645.0,1.5174854288093256,1.0,0.0
nbody,cuda,48,nbody_gpt-5.6-sol-low_cuda_r5,3645.0,1.5174854288093256,1.0,0.0
nbody,cuda,49,nbody_gpt-5.6-terra-low_cuda_r3,3645.0,1.5174854288093256,1.0,0.0
nbody,cuda,50,nbody_gpt-5.6-terra-medium_cuda_r4,3645.0,1.5174854288093256,1.0,0.0
nbody,cuda,51,nbody_gpt-5.6-terra-medium_cuda_r5,3645.0,1.5174854288093256,1.0,0.0
nbody,cuda,52,nbody_qwen-3.6-27B-udq4_cuda_r4,3645.0,1.5174854288093256,1.0,0.0
nbody,cuda,53,nbody_gemini-3-pro-preview_cuda_r2,3646.0,1.517901748542881,1.0002743484224965,1.0
nbody,cuda,54,nbody_gpt-5.2-codex_cuda_r4,3646.0,1.517901748542881,1.0,0.0
nbody,cuda,55,nbody_gpt-5.6-terra-low_cuda_r1,3646.0,1.517901748542881,1.0,0.0
nbody,cuda,56,nbody_gpt-5.6-terra-low_cuda_r4,3646.0,1.517901748542881,1.0,0.0
nbody,cuda,57,nbody_gpt-5.6-sol-medium_cuda_r3,3654.0,1.5212323064113238,1.0021941854086671,8.0
nbody,cuda,58,nbody_claude-opus-4.6_cuda_r3,3655.0,1.5216486261448792,1.0002736726874657,1.0
nbody,cuda,59,nbody_gpt-5.6-terra-xhigh_cuda_r3,3655.0,1.5216486261448792,1.0,0.0
nbody,cuda,60,nbody_gpt-5.6-sol-low_cuda_r2,3658.0,1.5228975853455453,1.0008207934336526,3.0
nbody,cuda,61,nbody_gpt-5.6-terra-medium_cuda_r2,3658.998,1.5233130724396338,1.0002728266812466,0.9980000000000473
nbody,cuda,62,nbody_gpt-5.6-luna-medium_cuda_r3,3659.0,1.5233139050791007,1.0000005465977297,0.0019999999999527063
nbody,cuda,63,nbody_qwen-3.6-27B-udq4_cuda_r5,3660.0,1.523730224812656,1.000273298715496,1.0
nbody,cuda,64,nbody_gpt-5.6-luna-low_cuda_r3,3662.0,1.5245628642797668,1.0005464480874318,2.0
nbody,cuda,65,nbody_gemini-3-pro-preview_cuda_r4,3663.0,1.5249791840133222,1.0002730748225013,1.0
nbody,cuda,66,nbody_gpt-5.2_cuda_r3,3663.0,1.5249791840133222,1.0,0.0
nbody,cuda,67,nbody_claude-haiku-4.5_cuda_r3,3665.0,1.525811823480433,1.0005460005460005,2.0
nbody,cuda,68,nbody_claude-opus-4.6_cuda_r2,3672.0,1.5287260616153207,1.0019099590723055,7.0
nbody,cuda,69,nbody_gpt-5.2-codex_cuda_r2,3672.0,1.5287260616153207,1.0,0.0
nbody,cuda,70,nbody_gpt-5.2_cuda_r2,3672.0,1.5287260616153207,1.0,0.0
nbody,cuda,71,nbody_gpt-5.6-sol-medium_cuda_r2,3672.0,1.5287260616153207,1.0,0.0
nbody,cuda,72,nbody_gpt-5.6-terra-xhigh_cuda_r2,3672.0,1.5287260616153207,1.0,0.0
nbody,cuda,73,nbody_qwen3.7-plus_cuda_r2,3672.0,1.5287260616153207,1.0,0.0
nbody,cuda,74,nbody_gpt-5.6-terra-medium_cuda_r3,3673.0,1.529142381348876,1.0002723311546842,1.0
nbody,cuda,75,nbody_qwen-3.6-27B-udq4_cuda_r3,3673.0,1.529142381348876,1.0,0.0
nbody,cuda,76,nbody_gpt-5.2-codex_cuda_r3,3674.0,1.5295587010824314,1.000272257010618,1.0
nbody,cuda,77,nbody_gpt-5.6-terra-low_cuda_r2,3674.0,1.5295587010824314,1.0,0.0
nbody,cuda,78,nbody_qwen-3.6-27B-udq4_cuda_r2,3676.0,1.530391340549542,1.0005443658138269,2.0
nbody,cuda,79,nbody_gpt-5.6-luna-low_cuda_r2,3681.0,1.5324729392173189,1.001360174102285,5.0
nbody,cuda,80,nbody_gpt-5.6-luna-xhigh_cuda_r1,4103.0,1.7081598667776852,1.1146427601195328,422.0
nbody,cuda,81,nbody_gpt-5.6-luna-xhigh_cuda_r5,4108.0,1.710241465445462,1.0012186205215696,5.0
nbody,cuda,82,nbody_gpt-5-mini_cuda_r2,4145.0,1.7256452955870107,1.0090068159688412,37.0
nbody,cuda,83,nbody_gpt-5.6-terra-low_cuda_r5,4162.0,1.7327227310574522,1.0041013268998793,17.0
nbody,cuda,84,nbody_qwen3.7-plus_cuda_r4,4165.0,1.7339716902581181,1.0007208073041807,3.0
nbody,cuda,85,nbody_gpt-5.6-luna-medium_cuda_r2,4195.0,1.7464612822647794,1.007202881152461,30.0
nbody,cuda,86,nbody_gpt-4.1_cuda_r3,4200.0,1.7485428809325563,1.0011918951132301,5.0
nbody,cuda,87,nbody_gpt-4.1_cuda_r2,4203.0,1.7497918401332224,1.0007142857142857,3.0
nbody,cuda,88,nbody_gpt-5-mini_cuda_r4,4216.0,1.7552039966694422,1.0030930287889603,13.0
nbody,cuda,89,nbody_gpt-5-mini_cuda_r5,4231.0,1.7614487926727727,1.0035578747628084,15.0
nbody,cuda,90,nbody_claude-opus-4.6_cuda_r1,4538.0,1.8892589508742714,1.0725596785629874,307.0
nbody,cuda,91,nbody_gpt-5.6-luna-xhigh_cuda_r2,4572.0,1.903413821815154,1.007492287351256,34.0
nbody,cuda,92,nbody_gpt-5.6-luna-medium_cuda_r5,5061.0,2.10699417152373,1.106955380577428,489.0
nbody,hybrid,1,nbody_gpt-5.6-terra-xhigh_hybrid_r3,1740.221,1.0,,
nbody,hybrid,2,nbody_gpt-5.6-sol-xhigh_hybrid_r5,1863.0,1.0705536825495152,1.0705536825495152,122.779
nbody,hybrid,3,nbody_deepseek-v4-flash_hybrid_r4,1989.021,1.1429703468697365,1.067644122383253,126.02099999999996
nbody,hybrid,4,nbody_gemini-3-pro-preview_hybrid_r1,1992.0,1.1446821984104318,1.001497721743511,2.979000000000042
nbody,hybrid,5,nbody_qwen3.7-plus_hybrid_r1,1993.0,1.1452568380682684,1.0005020080321285,1.0
nbody,hybrid,6,nbody_gpt-5-mini_hybrid_r2,1996.0,1.146980757041778,1.0015052684395385,3.0
nbody,hybrid,7,nbody_deepseek-v4-flash_hybrid_r1,2000.0,1.1492793156731242,1.002004008016032,4.0
nbody,hybrid,8,nbody_deepseek-v4-flash_hybrid_r2,2000.0,1.1492793156731242,1.0,0.0
nbody,hybrid,9,nbody_claude-opus-4.6_hybrid_r5,2003.0,1.151003234646634,1.0015,3.0
nbody,hybrid,10,nbody_qwen3.7-plus_hybrid_r4,2004.0,1.1515778743044705,1.000499251123315,1.0
nbody,hybrid,11,nbody_claude-opus-4.6_hybrid_r4,2008.0,1.1538764329358169,1.001996007984032,4.0
nbody,hybrid,12,nbody_gpt-5-mini_hybrid_r1,2021.0,1.161346748487692,1.0064741035856575,13.0
nbody,hybrid,13,nbody_claude-sonnet-4.5_hybrid_r3,2049.0,1.177436658907116,1.0138545274616526,28.0
nbody,hybrid,14,nbody_gemini-3-pro-preview_hybrid_r4,2056.0,1.1814591365119718,1.0034163006344559,7.0
nbody,hybrid,15,nbody_gpt-5.6-sol-low_hybrid_r5,2056.0,1.1814591365119718,1.0,0.0
nbody,hybrid,16,nbody_gpt-5.6-terra-medium_hybrid_r2,2057.0,1.1820337761698083,1.0004863813229572,1.0
nbody,hybrid,17,nbody_claude-sonnet-4.5_hybrid_r5,2060.0,1.183757695143318,1.001458434613515,3.0
nbody,hybrid,18,nbody_gpt-5.6-sol-low_hybrid_r2,2066.0,1.1872055330903373,1.0029126213592232,6.0
nbody,hybrid,19,nbody_claude-sonnet-4.5_hybrid_r4,2069.0,1.1889294520638471,1.0014520813165537,3.0
nbody,hybrid,20,nbody_gpt-5.6-terra-xhigh_hybrid_r1,2829.0,1.6256555920196343,1.3673272112131465,760.0
nbody,hybrid,21,nbody_gpt-5.2_hybrid_r5,2833.197216,1.6280674787857405,1.0014836394485684,4.197216000000026
nbody,hybrid,22,nbody_gpt-5.6-sol-xhigh_hybrid_r2,2838.0,1.6308273489401632,1.001695181674215,4.802783999999974
nbody,hybrid,23,nbody_gpt-5.6-sol-medium_hybrid_r2,2842.969,1.6336827333999533,1.0017508809020437,4.969000000000051
nbody,hybrid,24,nbody_claude-opus-4.6_hybrid_r1,2843.0,1.6337005472293462,1.0000109040935725,0.03099999999994907
nbody,hybrid,25,nbody_qwen3.7-plus_hybrid_r2,2843.0,1.6337005472293462,1.0,0.0
nbody,hybrid,26,nbody_gpt-5.6-sol-medium_hybrid_r5,2844.0,1.6342751868871828,1.0003517411185368,1.0
nbody,hybrid,27,nbody_gemini-3-pro-preview_hybrid_r2,2845.0,1.6348498265450193,1.000351617440225,1.0
nbody,hybrid,28,nbody_gpt-5.6-terra-xhigh_hybrid_r4,2845.177,1.6349515377644563,1.0000622144112479,0.1770000000001346
nbody,hybrid,29,nbody_gpt-5.6-terra-medium_hybrid_r3,2848.713,1.6369834635945666,1.0012428049291837,3.536000000000058
nbody,hybrid,30,nbody_gpt-5.6-sol-xhigh_hybrid_r1,2849.0,1.6371483851763655,1.000100747249723,0.2869999999998072
nbody,hybrid,31,nbody_gpt-5.6-terra-medium_hybrid_r4,2851.0,1.6382976644920386,1.0007020007020007,2.0
nbody,hybrid,32,nbody_gpt-5.6-terra-medium_hybrid_r1,2852.491,1.639154452221873,1.000522974394949,1.4909999999999854
nbody,hybrid,33,nbody_gpt-5.6-sol-xhigh_hybrid_r3,2853.0,1.6394469438077117,1.0001784405279457,0.5090000000000146
nbody,hybrid,34,nbody_claude-opus-4.6_hybrid_r3,2854.0,1.6400215834655483,1.0003505082369435,1.0
nbody,hybrid,35,nbody_gpt-5.6-terra-xhigh_hybrid_r5,2854.0,1.6400215834655483,1.0,0.0
nbody,hybrid,36,nbody_gpt-5.6-sol-medium_hybrid_r3,2854.141,1.6401026076573033,1.0000494043447792,0.1410000000000764
nbody,hybrid,37,nbody_gpt-5.2-codex_hybrid_r5,2855.0,1.6405962231233848,1.0003009662101487,0.8589999999999236
nbody,hybrid,38,nbody_gpt-5.6-luna-xhigh_hybrid_r2,2855.0,1.6405962231233848,1.0,0.0
nbody,hybrid,39,nbody_qwen3.7-plus_hybrid_r3,2856.0,1.6411708627812214,1.0003502626970229,1.0
nbody,hybrid,40,nbody_gpt-5.6-sol-medium_hybrid_r4,2858.894,1.6428338699510003,1.0010133053221288,2.893999999999778
nbody,hybrid,41,nbody_qwen3.7-plus_hybrid_r5,2867.0,1.6474918990174237,1.0028353622065038,8.106000000000222
nbody,hybrid,42,nbody_gpt-5.6-luna-xhigh_hybrid_r3,2871.0,1.6497904576487699,1.0013951866062085,4.0
nbody,hybrid,43,nbody_gpt-5.6-sol-xhigh_hybrid_r4,2871.0,1.6497904576487699,1.0,0.0
nbody,hybrid,44,nbody_gpt-5.6-terra-medium_hybrid_r5,2871.743,1.6502174149145423,1.0002587948450017,0.7429999999999382
nbody,hybrid,45,nbody_gpt-5.2-codex_hybrid_r3,2875.0,1.652089016280116,1.0011341544142356,3.257000000000062
nbody,hybrid,46,nbody_gpt-5.6-sol-medium_hybrid_r1,2883.0,1.6566861335428087,1.0027826086956522,8.0
nbody,hybrid,47,nbody_qwen-3.6-27B-udq4-pi-t_hybrid_r1,2886.0,1.6584100525163183,1.0010405827263267,3.0
nbody,hybrid,48,nbody_gpt-5.6-terra-xhigh_hybrid_r2,2899.0,1.6658803680681937,1.0045045045045045,13.0
nbody,hybrid,49,nbody_gpt-5.2-codex_hybrid_r2,2900.277,1.6666141829112509,1.000440496723008,1.2770000000000437
nbody,hybrid,50,nbody_gpt-5.6-terra-low_hybrid_r1,2901.734,1.6674514328927188,1.0005023658085073,1.45699999999988
nbody,hybrid,51,nbody_gpt-5.6-sol-low_hybrid_r3,2904.0,1.6687535663573765,1.0007809123785985,2.2660000000000764
nbody,hybrid,52,nbody_gpt-5.6-terra-low_hybrid_r2,2906.0,1.6699028456730496,1.0006887052341598,2.0
nbody,hybrid,53,nbody_qwen-3.6-27B-udq4_hybrid_r3,2908.0,1.6710521249887227,1.0006882312456986,2.0
nbody,hybrid,54,nbody_gpt-5.6-sol-low_hybrid_r4,2909.0,1.6716267646465592,1.000343878954608,1.0
nbody,hybrid,55,nbody_gpt-5.6-terra-low_hybrid_r5,2909.0,1.6716267646465592,1.0,0.0
nbody,hybrid,56,nbody_gpt-5.6-luna-xhigh_hybrid_r1,2911.0,1.6727760439622323,1.0006875214850464,2.0
nbody,hybrid,57,nbody_gemini-3-pro-preview_hybrid_r5,2914.0,1.674499962935742,1.0010305736860186,3.0
nbody,hybrid,58,nbody_gpt-5.6-luna-low_hybrid_r3,2914.0,1.674499962935742,1.0,0.0
nbody,hybrid,59,nbody_gpt-5.6-luna-low_hybrid_r5,2915.0,1.6750746025935785,1.0003431708991077,1.0
nbody,hybrid,60,nbody_gpt-5.2_hybrid_r4,2916.0,1.675649242251415,1.0003430531732418,1.0
nbody,hybrid,61,nbody_gpt-5.6-luna-low_hybrid_r1,2917.0,1.6762238819092516,1.0003429355281208,1.0
nbody,hybrid,62,nbody_gpt-5.6-luna-medium_hybrid_r3,2923.0,1.6796717198562712,1.0020569077819679,6.0
nbody,hybrid,63,nbody_gpt-5.6-luna-medium_hybrid_r4,2923.0,1.6796717198562712,1.0,0.0
nbody,hybrid,64,nbody_gpt-5.6-terra-low_hybrid_r4,2924.747,1.6806756153385116,1.00059767362299,1.7469999999998436
nbody,hybrid,65,nbody_qwen-3.6-27B-udq4_hybrid_r2,2929.0,1.6831195578032905,1.0014541428711612,4.253000000000156
nbody,hybrid,66,nbody_gpt-5.6-luna-low_hybrid_r4,2933.0,1.6854181164346367,1.00136565380676,4.0
nbody,hybrid,67,nbody_gpt-5.6-terra-low_hybrid_r3,2934.0,1.6859927560924732,1.0003409478349812,1.0
nbody,hybrid,68,nbody_gpt-5.6-luna-medium_hybrid_r1,2940.0,1.6894405940394928,1.0020449897750512,6.0
nbody,hybrid,69,nbody_gpt-5.6-luna-low_hybrid_r2,2942.0,1.6905898733551659,1.0006802721088435,2.0
nbody,hybrid,70,nbody_gpt-5.6-luna-medium_hybrid_r2,2948.0,1.6940377113021852,1.0020394289598913,6.0
nbody,hybrid,71,nbody_qwen-3.6-27B-udq4_hybrid_r1,2959.0,1.7003587475383874,1.0037313432835822,11.0
nbody,hybrid,72,nbody_gpt-5.6-luna-xhigh_hybrid_r5,2973.0,1.7084037027480992,1.0047313281514025,14.0
nbody,hybrid,73,nbody_gpt-5.2-codex_hybrid_r4,2974.0,1.7089783424059357,1.0003363605785403,1.0
nbody,hybrid,74,nbody_qwen-3.6-27B-udq4-pi-t_hybrid_r5,3085.0,1.7727633444257942,1.0373234700739744,111.0
nbody,hybrid,75,nbody_gpt-5.6-luna-xhigh_hybrid_r4,3230.0,1.8560860948120956,1.047001620745543,145.0
nbody,hybrid,76,nbody_gpt-5.2_hybrid_r3,3517.996,2.021580017710394,1.0891628482972135,287.9960000000001
nbody,hybrid,77,nbody_gpt-5.2_hybrid_r2,3520.0,2.0227315955846987,1.0005696424896446,2.0039999999999054
nbody,hybrid,78,nbody_claude-opus-4.6_hybrid_r2,3529.0,2.027903352505228,1.002556818181818,9.0
nbody,hybrid,79,nbody_claude-haiku-4.5_hybrid_r2,4598.0,2.6421931467325126,1.302918673845282,1069.0
nbody,hybrid,80,nbody_claude-haiku-4.5_hybrid_r3,4797.0,2.7565464386419887,1.0432796868203567,199.0
nbody,hybrid,81,nbody_claude-haiku-4.5_hybrid_r4,9223.0,5.299901564226612,1.9226599958307276,4426.0
nbody,hybrid,82,nbody_gpt-4.1_hybrid_r5,17737.0,10.192383611047102,1.9231269651957064,8514.0
nbody,mpi,1,nbody_gpt-5.6-sol-xhigh_mpi_r1,2747.0,1.0,,
nbody,mpi,2,nbody_qwen3.7-plus_mpi_r1,4670.965,1.7003876956680015,1.7003876956680015,1923.9650000000001
nbody,mpi,3,nbody_qwen3.7-plus_mpi_r5,4679.0,1.7033127047688388,1.0017202012860298,8.034999999999854
nbody,mpi,4,nbody_qwen3.7-plus_mpi_r3,4681.0,1.704040771751001,1.0004274417610601,2.0
nbody,mpi,5,nbody_gpt-5.6-sol-low_mpi_r2,5152.0,1.8755005460502365,1.1006195257423628,471.0
nbody,mpi,6,nbody_gpt-5.2_mpi_r2,5821.0,2.1190389515835455,1.1298524844720497,669.0
nbody,mpi,7,nbody_gpt-5.2_mpi_r5,5824.0,2.1201310520567893,1.0005153753650575,3.0
nbody,mpi,8,nbody_deepseek-v4-flash_mpi_r3,5834.0,2.123771386967601,1.001717032967033,10.0
nbody,mpi,9,nbody_claude-opus-4.6_mpi_r4,5840.0,2.125955587914088,1.001028453890984,6.0
